1.523857862670512271e-02,-7.046378962329514772e-01,-6.762611377698886095e-01,-1.733850548167547689e+00,2.557002151030988157e-01,2.061187002340181262e+00,-1.574807713964751610e+00,-3.711635925634137068e-03,-1.878747100692040265e-03,8.106069732207886371e-04,2.239234573781811229e-03,1.180543132553191774e-03,2.337698648148510969e-04,1.651401959132510477e-02
1.524179181612836907e-02,-7.046361394334574868e-01,-6.762614084572671214e-01,-1.733856354677379086e+00,2.557033225646291874e-01,2.061187816142778573e+00,-1.574796180626033992e+00,-3.402443857581635700e-03,-3.640564591962724278e-03,4.972107999058809989e-04,-3.631458493879051647e-04,7.397267283724663026e-04,4.271139376543451336e-04,1.607275603587053625e-02
1.525018287645948586e-02,-7.046321428027174649e-01,-6.762629664246283534e-01,-1.733853091261370993e+00,2.557051721872226624e-01,2.061187816142949991e+00,-1.574777642178406989e+00,8.644175972291378088e-04,2.203131359903524183e-05,1.227098399513580455e-03,1.613995811710146593e-03,8.137130437093980598e-04,2.847426251028967919e-04,1.713934536091191174e-02
1.525724038690786516e-02,-7.046364715139802337e-01,-6.762722790704429610e-01,-1.733858709849985358e+00,2.557082301343371333e-01,2.061187816143006835e+00,-1.574750190462073984e+00,8.373378628922713719e-04,-4.284623144664132660e-03,-1.516313907570173997e-03,1.480171923067188510e-04,1.511927814054858394e-03,4.861038839847180333e-03,2.041684549582049521e-02
1.526450719531843338e-02,-7.046390924285970137e-01,-6.762771407513222810e-01,-1.733857588398584948e+00,2.557077574795558750e-01,2.061188629945109430e+00,-1.574731214924675715e+00,4.863409502452051281e-03,-3.351250014977229588e-03,-2.615860543802824185e-03,9.870805627242754501e-05,8.703765011813505061e-04,3.901227456268557391e-03,1.876368114863382133e-02
1.527026255608875810e-02,-7.046479186230780734e-01,-6.762869751802307317e-01,-1.733859998641210209e+00,2.557051950792275097e-01,2.061189443747199146e+00,-1.574711014842221868e+00,3.654233095748892976e-03,-4.554134446692692864e-03,-5.300961999345177658e-03,-8.621921026913970674e-04,8.331078811044838935e-04,3.164036316734644000e-03,2.133743296830329858e-02
1.528063222100420337e-02,-7.046485409101452824e-01,-6.762984721039431157e-01,-1.733857737205287242e+00,2.557035354224966306e-01,2.061189689583247997e+00,-1.574655286853905434e+00,2.371151171303828922e-03,-2.727721037364682320e-03,-3.539022453285677397e-03,2.355073052378431190e-04,-9.716468246521807982e-05,1.445168569041839620e-03,2.195158746631206692e-02
1.528629003225913212e-02,-7.046540888384970058e-01,-6.762998846401931941e-01,-1.733855038943614035e+00,2.557034147342529540e-01,2.061188983157828503e+00,-1.574617536845713595e+00,4.992673682477351098e-03,-2.903069366640896772e-03,-1.778238426280034619e-03,6.327740255167298850e-03,1.934257939025470273e-04,1.086612393772706103e-03,2.306275611809260190e-02
1.528752277563605842e-02,-7.046550101280280032e-01,-6.763068516250470008e-01,-1.733854139523056226e+00,2.557063557967153011e-01,2.061191189088938724e+00,-1.574582508254793956e+00,5.941635430313361999e-03,-2.052806144365946616e-03,-3.301714656128145603e-03,4.732727765147427129e-03,1.445830101987173263e-04,1.630585356657080322e-03,2.738209443043144314e-02
1.529099195518362694e-02,-7.046553172245383356e-01,-6.763045338537336804e-01,-1.733856623775962280e+00,2.557066240740464846e-01,2.061191110597225595e+00,-1.574544337927328508e+00,4.522983669928659807e-03,-1.456607354531309646e-03,-1.468260084064914196e-03,2.612807620117895812e-03,-1.292459068086462392e-04,1.156338162544510648e-03,3.058459161796764358e-02
