-9.008115297310747005e-01,-9.618887307018524346e-01,-7.394126366709050657e-01,-1.970377643367700493e+00,-6.324056318102362351e-01,1.197103379792110012e+00,-2.362338366074875129e+00,5.280692228087304927e-04,-2.165652091407243868e-03,1.541159250246100162e-03,7.890172073703026088e-04,2.535012891946054892e-04,2.989076194263525638e-03,1.164698924434956137e-03
-9.008240821523811892e-01,-9.618859473669723048e-01,-7.394180247371536785e-01,-1.970380241990786541e+00,-6.324058702410839672e-01,1.197105705865931347e+00,-2.362336738615598453e+00,-4.287843993966486758e-03,-5.782442847652772243e-04,-8.283302184086649119e-04,-3.675780408389099142e-04,1.690008594630703080e-04,1.727325718369546181e-03,1.319000671845526338e-03
-9.008193743952247479e-01,-9.618902866594269963e-01,-7.394151806596386267e-01,-1.970382325945774227e+00,-6.324040534939450176e-01,1.197103420988954392e+00,-2.362343147355300932e+00,3.408985108509408717e-03,6.486960027438475052e-03,3.760023644412824459e-04,-2.192292218472912811e-04,-3.281416702686496662e-04,-1.014181697497127830e-03,-1.256896687519649253e-03
-9.008169756971509123e-01,-9.618831366922653281e-01,-7.394228348040194909e-01,-1.970381664539483380e+00,-6.324049033267437059e-01,1.197100051593859016e+00,-2.362342308138208669e+00,4.034907437657578484e-03,4.177815190993876618e-03,-1.605219653378119364e-03,1.729254128650411886e-03,2.220477963982634274e-04,-3.351581288277926448e-03,-1.617824857194401309e-03
-9.008183807361396234e-01,-9.618869881969754898e-01,-7.394284997090411204e-01,-1.970377093698494342e+00,-6.324049153364301734e-01,1.197096724414851598e+00,-2.362343715343010242e+00,3.660077932976528794e-03,-4.337752237732325419e-04,-1.998052398044322057e-03,3.951421172564360471e-03,3.853908052377311979e-04,-3.859512916415998047e-03,-8.411909638240452208e-04
-9.008068833977457279e-01,-9.618773915560259180e-01,-7.394272744871536185e-01,-1.970375570084831329e+00,-6.324045463470374662e-01,1.197098870563515716e+00,-2.362339640682772135e+00,4.114115910483728128e-03,1.078258676489519258e-03,-1.331949464180747682e-03,3.573194697319334243e-03,4.603777243251540958e-04,-2.028614806894811582e-03,1.032901839631938327e-03
-9.007997271735399547e-01,-9.618751206956289712e-01,-7.394219759893170263e-01,-1.970378774293288782e+00,-6.324039147242711545e-01,1.197103112422098325e+00,-2.362345369322778055e+00,6.421398272648546138e-03,1.048405797220452931e-03,4.011771102341188280e-05,1.462280375636584168e-03,5.442774238556582741e-04,5.321245662571075351e-06,-1.142453530065565097e-03
-9.008008038542070217e-01,-9.618706629838819078e-01,-7.394183537835322673e-01,-1.970385120754919450e+00,-6.324026191139047182e-01,1.197112859369208415e+00,-2.362335173563387958e+00,3.104468888065948454e-03,2.894954038957899337e-03,9.548131359378680526e-04,-1.803078302253453445e-03,8.036610777093277985e-04,2.174732119524937224e-03,2.663114747317401384e-03
-9.007999450004703368e-01,-9.618667471345391240e-01,-7.394208584612824708e-01,-1.970382306415158880e+00,-6.324033401300671597e-01,1.197118719299928857e+00,-2.362339167012307506e+00,1.651308414897809020e-03,4.992212367289194930e-03,-2.914417722166851585e-04,2.333314708966976667e-03,2.984151108339962318e-04,3.044301459690153255e-03,4.529815151151247955e-04
-9.008008764631837417e-01,-9.618741652386689767e-01,-7.394263334534637577e-01,-1.970384152361664087e+00,-6.324046655382324911e-01,1.197125513037143874e+00,-2.362341515414621007e+00,1.483134083431904282e-03,1.518335689992146966e-03,-2.050307311430874923e-03,9.252010653068248967e-04,-2.418660545828914070e-04,7.802934306147774751e-03,-4.779059864510279442e-04
